duration_ms_x,popularity,track_number,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,popularity_class
211560,56,1,0.0979,0.4270000000000001,0.606,2.32E-06,3,0.16,-7.414,1,0.038,160.525,0.5329999999999999,1
184906,59,2,7.35E-05,0.474,0.802,0.7490000000000001,3,0.0724,-7.1610000000000005,0,0.0453,108.388,0.248,1
131066,51,1,0.102,0.6990000000000001,0.463,0.469,4,0.105,-8.787,1,0.0289,123.045,0.92,0
165586,50,1,0.913,0.447,0.16699999999999998,0,1,0.12,-13.939,1,0.123,70.134,0.405,0
226636,54,1,0.00302,0.645,0.703,0.0986,2,0.147,-7.193,0,0.0272,123.983,0.5670000000000001,0
184879,56,1,0.299,0.633,0.603,0.00143,11,0.175,-8.47,0,0.044,89.98100000000002,0.41,1
126120,53,1,0.924,0.399,0.328,1.44E-05,2,0.359,-11.467,1,0.0882,77.04,0.225,0
234216,23,1,0.637,0.759,0.445,0.107,11,0.314,-11.474,1,0.189,96.003,0.429,0
165455,43,1,0.0004280000000000001,0.7390000000000001,0.5479999999999999,0.0162,4,0.219,-7.165,0,0.0486,90.064,0.501,0
281144,51,1,0.00926,0.32299999999999995,0.847,0.4920000000000001,6,0.0853,-7.809,0,0.0411,180.002,0.413,0
168810,58,1,0.471,0.797,0.44,1.57E-06,5,0.0849,-6.5870000000000015,0,0.0594,111.014,0.436,1
241266,39,1,0.8959999999999999,0.34,0.182,0.00288,9,0.0938,-13.779000000000002,0,0.0304,94.071,0.0541,0
182755,57,1,0.435,0.653,0.4970000000000001,0.16899999999999998,9,0.348,-7.1110000000000015,0,0.0299,75.007,0.17,1
243506,52,4,0.0746,0.408,0.918,0.942,9,0.294,-4.561,1,0.0839,130.849,0.416,0
280603,52,5,0.231,0.49,0.623,0.262,8,0.116,-8.714,1,0.0298,114.389,0.16399999999999998,0
191200,47,1,0.21600000000000005,0.7020000000000001,0.565,4.78E-06,9,0.117,-8.863,1,0.0329,125.019,0.355,0
238975,44,1,0.122,0.721,0.579,0.679,4,0.218,-8.216000000000001,0,0.0303,108.01,0.322,0
243831,41,1,0.38,0.598,0.237,0.000296,5,0.122,-8.582,1,0.0351,62.992,0.23,0
198056,52,3,0.512,0.369,0.5489999999999999,0.099,10,0.116,-7.436,1,0.0892,91.579,0.246,0
231860,43,1,0.0702,0.413,0.7829999999999999,0,4,0.0924,-3.954,1,0.0405,161.821,0.652,0
244597,23,5,0.168,0.32,0.419,0.718,0,0.102,-9.669,1,0.0316,118.095,0.453,0
133120,51,1,0.883,0.6459999999999999,0.29600000000000004,0.0197,9,0.139,-10.917,1,0.0493,82.59899999999998,0.24,0
180375,56,2,0.161,0.593,0.499,0.0885,9,0.256,-10.189,0,0.0441,82.98299999999998,0.5479999999999999,1
234013,51,1,0.58,0.79,0.42,0.8109999999999999,7,0.104,-9.799,1,0.0836,98.01,0.7020000000000001,0
275693,60,7,0.214,0.483,0.446,0.0159,4,0.132,-9.417,1,0.0359,80.093,0.403,1
299613,60,1,0.394,0.52,0.253,0.000131,0,0.109,-12.407,1,0.0344,139.555,0.219,1
188413,13,1,0.638,0.623,0.613,0.5720000000000001,10,0.14300000000000002,-9.241,0,0.0309,147.168,0.745,0
162895,50,10,0.0363,0.342,0.53,0,5,0.213,-5.853,1,0.028,91.771,0.117,0
318373,66,8,0.141,0.628,0.455,0.693,7,0.135,-12.436,1,0.0427,102.09,0.858,1
382240,49,11,0.00232,0.326,0.603,0.415,0,0.0573,-6.933,1,0.0276,77.914,0.17,0
237973,61,6,0.7170000000000001,0.345,0.313,0.000822,4,0.1,-10.098,1,0.0681,207.969,0.16399999999999998,1
301866,36,3,0.00998,0.345,0.795,0.6729999999999999,11,0.227,-5.78,0,0.0307,219.198,0.6859999999999999,0
196026,65,2,0.0108,0.511,0.622,4.51E-06,2,0.127,-5.727,1,0.0242,99.934,0.425,1
267274,55,1,0.0606,0.5329999999999999,0.623,0.897,11,0.295,-8.829,0,0.0258,109.994,0.421,0
183894,65,7,0.199,0.483,0.263,0.000306,11,0.109,-11.541,1,0.0401,123.453,0.166,1
202653,61,1,0.154,0.73,0.355,0.00155,10,0.117,-9.13,0,0.036000000000000004,142.143,0.5589999999999999,1
243226,56,1,0.684,0.443,0.275,1.16E-06,2,0.101,-11.148,1,0.0303,141.112,0.194,1
307613,40,1,0.693,0.8029999999999999,0.168,0.0143,9,0.111,-12.005999999999998,0,0.0354,84.99,0.0892,0
353946,62,10,0.909,0.6859999999999999,0.172,0.00154,8,0.28600000000000003,-14.979,1,0.0409,133.899,0.563,1
184309,48,1,0.531,0.391,0.573,0.769,5,0.104,-7.55,1,0.0264,169.81099999999995,0.428,0
232760,59,4,0.134,0.578,0.513,0.688,1,0.106,-9.868,0,0.0301,162.015,0.398,1
198960,51,8,0.743,0.775,0.327,0.287,9,0.091,-13.635,0,0.032,95.036,0.458,0
305000,64,5,0.77,0.509,0.417,0.0946,10,0.0887,-9.632,1,0.0295,134.95600000000002,0.482,1
112590,42,5,0.599,0.532,0.264,0.000713,2,0.19,-9.934,1,0.0272,110.048,0.152,0
172160,58,1,0.342,0.499,0.397,0.062,7,0.1,-9.334,0,0.0263,134.967,0.12,1
174653,61,18,0.917,0.562,0.199,0,9,0.229,-10.4,1,0.0574,134.039,0.4,1
251160,55,7,0.32299999999999995,0.41,0.575,0.84,9,0.111,-9.839,0,0.0294,77.469,0.265,0
212467,63,3,0.732,0.598,0.3,0.502,6,0.0946,-11.044,0,0.0264,109.034,0.16699999999999998,1
264525,5,1,0.7829999999999999,0.797,0.35,0.653,8,0.115,-13.238,1,0.0396,120.003,0.159,0
187120,60,1,0.604,0.619,0.414,0.212,5,0.271,-12.833,0,0.0335,95.067,0.228,1
185480,56,9,0.743,0.527,0.101,0,3,0.0899,-15.126,1,0.105,136.86,0.334,1
184600,51,1,0.938,0.467,0.197,0.000123,1,0.295,-13.803,1,0.033,111.69,0.241,0
299440,56,1,0.747,0.732,0.408,0.000229,11,0.069,-8.475,1,0.036000000000000004,87.016,0.6629999999999999,1
314413,50,3,0.8059999999999999,0.226,0.4,0.747,11,0.108,-10.255999999999998,1,0.0298,88.67299999999999,0.101,0
227423,4,2,0.17600000000000002,0.478,0.513,0.732,2,0.0989,-9.472,1,0.0288,140.662,0.364,0
266346,12,2,0.00907,0.653,0.818,0.23,5,0.0703,-8.125,1,0.047,174.984,0.198,0
240840,3,10,0.595,0.5539999999999999,0.513,0.506,7,0.0624,-8.923,1,0.0348,141.968,0.0532,0
157800,53,4,0.825,0.738,0.366,2.69E-05,5,0.118,-10.231,0,0.0324,101.031,0.507,0
231424,53,1,0.691,0.496,0.259,0.00194,5,0.0876,-14.202,1,0.0625,135.45600000000002,0.181,0
274995,59,1,0.542,0.71,0.336,0.0204,2,0.114,-11.001,1,0.0462,80.002,0.34,1
222400,63,9,0.757,0.6609999999999999,0.472,0.00275,7,0.192,-7.8889999999999985,1,0.16399999999999998,73.986,0.206,1
282000,44,3,0.906,0.456,0.129,1.47E-05,9,0.101,-13.469,0,0.032,135.349,0.131,0
272033,50,10,0.129,0.598,0.514,1.18E-06,11,0.4320000000000001,-11.873,1,0.0346,121.963,0.299,0
170133,49,4,0.892,0.659,0.193,0.16899999999999998,0,0.111,-13.96,1,0.0546,110.026,0.245,0
287426,63,13,0.435,0.622,0.253,0.471,2,0.0941,-14.36,1,0.0331,92.584,0.336,1
258002,52,1,0.971,0.644,0.233,0.0212,10,0.103,-14.938,1,0.0316,85.685,0.643,0
295600,73,1,0.245,0.42,0.33,0.000679,9,0.0677,-13.925,1,0.0275,157.143,0.175,1
213056,45,10,0.5760000000000001,0.727,0.328,0.54,6,0.0719,-9.793,1,0.0286,76.415,0.239,0
220189,42,1,0.934,0.453,0.14,0.00108,10,0.192,-15.755999999999998,1,0.0679,79.646,0.227,0
215110,66,1,0.674,0.7909999999999999,0.267,0.534,5,0.102,-11.997,1,0.0415,165.99,0.544,1
252066,56,1,0.863,0.315,0.224,0.000377,0,0.109,-11.94,1,0.0406,206.727,0.0727,1
287106,65,6,0.733,0.329,0.328,0.89,7,0.114,-12.02,1,0.0385,104.26,0.0737,1
257480,13,4,0.92,0.612,0.573,0.0421,2,0.115,-7.31,0,0.0299,109.996,0.42,0
206158,54,1,0.905,0.682,0.316,0.92,1,0.0994,-16.665,1,0.0324,83,0.545,0
233062,48,3,0.904,0.287,0.124,0.879,0,0.115,-20.639,1,0.04,83.25399999999998,0.159,0
271125,51,7,0.974,0.401,0.328,0.00594,7,0.138,-9.947,1,0.0288,137.721,0.315,0
277773,51,4,0.606,0.523,0.269,0.0132,4,0.183,-11.818,1,0.0275,118.917,0.374,0
269760,49,1,0.14400000000000002,0.6829999999999999,0.401,0.00262,0,0.0991,-8.491,1,0.0267,105.025,0.272,0
170893,65,4,0.405,0.519,0.498,0.0965,10,0.0999,-11.604,1,0.0295,143.931,0.275,1
216706,72,1,0.872,0.326,0.285,0.000278,9,0.0968,-10.972,0,0.0339,143.702,0.198,1
219340,57,1,0.8109999999999999,0.7829999999999999,0.303,0.945,4,0.109,-14.393,1,0.0527,138.816,0.65,1
168040,63,4,0.926,0.519,0.163,0.7509999999999999,0,0.115,-18.131,0,0.0489,142.116,0.35600000000000004,1
251642,53,1,0.0268,0.667,0.6629999999999999,0.018000000000000002,7,0.314,-8.25,1,0.0267,118.975,0.461,0
249304,61,1,0.579,0.542,0.468,0.104,10,0.112,-7.796,1,0.0265,130.829,0.252,1
200828,55,3,0.34,0.5,0.463,0.00221,7,0.209,-10.764,1,0.0583,141.941,0.331,0
222408,34,1,0.0521,0.588,0.507,0.722,7,0.188,-8.15,1,0.0297,128.041,0.515,0
218173,12,3,0.209,0.488,0.398,0.0239,11,0.0852,-13.677,0,0.0463,113.518,0.35700000000000004,0
205833,48,1,0.183,0.575,0.636,0.00059,5,0.325,-7.207000000000002,1,0.0266,144.109,0.36,0
287722,40,3,0.41,0.8540000000000001,0.518,1.11E-05,0,0.113,-8.054,1,0.0395,112.046,0.402,0
276072,46,1,0.354,0.76,0.371,4.35E-05,7,0.116,-10.199,1,0.0339,107.759,0.392,0
222920,3,1,0.77,0.583,0.293,0.0183,4,0.0914,-14.522,0,0.0366,131.94799999999998,0.145,0
262160,42,12,0.672,0.61,0.515,0.835,4,0.107,-8.882,1,0.0253,138.248,0.121,0
247455,64,1,0.713,0.6729999999999999,0.4370000000000001,0.152,9,0.117,-11.746,1,0.0325,104.996,0.551,1
260986,41,8,0.67,0.5579999999999999,0.355,0.00143,5,0.107,-8.064,1,0.0332,151.957,0.368,0
122298,57,2,0.439,0.495,0.362,1.67E-05,2,0.127,-8.737,1,0.0539,104.937,0.198,1
164169,2,1,0.00139,0.5579999999999999,0.505,0.16899999999999998,1,0.0762,-10.550999999999998,1,0.0322,89.98100000000002,0.809,0
184461,25,1,0.924,0.35600000000000004,0.392,0.551,1,0.654,-9.294,1,0.0289,78.033,0.242,0
222920,24,1,0.201,0.416,0.511,0.8029999999999999,1,0.233,-8.782,1,0.0293,116.017,0.189,0
298477,53,1,0.7290000000000001,0.615,0.622,0.0106,6,0.104,-7.6789999999999985,1,0.028,99.986,0.516,0
248883,57,1,0.0353,0.583,0.6920000000000001,0.000785,1,0.0712,-6.141,1,0.0278,142.047,0.485,1
294990,43,1,0.0246,0.508,0.628,0.204,9,0.111,-6.4060000000000015,1,0.0452,123.955,0.223,0
227234,63,1,0.653,0.8290000000000001,0.23,0.188,2,0.258,-16.559,1,0.0418,94.014,0.516,1
206513,49,1,0.848,0.56,0.433,0.264,9,0.0481,-13.883,1,0.0364,140.00799999999998,0.257,0
250909,53,1,0.173,0.8109999999999999,0.472,0.407,8,0.0969,-13.446,0,0.0429,131.983,0.8220000000000001,0
262736,65,1,0.105,0.445,0.563,0.000271,7,0.179,-8.904,1,0.0315,94.978,0.204,1
158218,49,1,0.153,0.758,0.506,0.0126,0,0.16399999999999998,-8.788,1,0.0359,129.935,0.687,0
225394,60,1,0.6659999999999999,0.6920000000000001,0.421,0.147,4,0.104,-10.948,1,0.0295,96.982,0.8320000000000001,1
273719,40,1,0.0353,0.708,0.618,0.5529999999999999,9,0.13,-12.26,1,0.183,121.033,0.264,0
207428,43,1,0.0445,0.6970000000000001,0.3,0.000135,4,0.136,-9.784,0,0.0356,140.018,0.508,0
180437,59,4,0.877,0.747,0.5379999999999999,0.7659999999999999,11,0.0877,-9.664,0,0.033,136.94799999999998,0.3,1
219872,54,4,0.00289,0.75,0.63,0.35,9,0.0922,-6.755,0,0.0257,109.986,0.828,0
177600,49,1,0.17,0.711,0.653,0.0142,5,0.0985,-8.224,1,0.054000000000000006,75.006,0.6970000000000001,0
198400,4,1,0.227,0.515,0.449,0.0357,5,0.171,-14.468,1,0.0337,149.966,0.792,0
255000,38,1,0.691,0.76,0.435,0.117,11,0.084,-9.738,1,0.033,104.026,0.433,0
151990,46,1,0.74,0.7879999999999999,0.469,0.00019,5,0.101,-13.639,1,0.0347,120.013,0.8809999999999999,0
216038,24,1,0.319,0.445,0.591,0.7659999999999999,7,0.107,-9.004,0,0.0316,137.864,0.0774,0
177500,57,9,0.516,0.764,0.457,2.4E-05,2,0.201,-11.351,1,0.0272,95.996,0.764,1
159595,74,1,0.049,0.75,0.585,0.005520000000000001,9,0.155,-7.576,0,0.0285,102.331,0.584,1
195593,50,2,0.922,0.606,0.243,0.6809999999999999,3,0.11,-9.96,1,0.0288,82.7,0.355,0
169756,60,2,0.161,0.506,0.807,0,8,0.114,-3.96,1,0.249,163.239,0.394,1
215400,50,1,0.0434,0.705,0.426,0.0011,2,0.32,-9.819,1,0.0317,99.997,0.534,0
148083,47,1,0.237,0.606,0.63,0,5,0.149,-7.867000000000001,0,0.0603,74.982,0.7070000000000001,0
209449,68,1,0.293,0.884,0.333,0.0205,9,0.103,-9.753,0,0.0617,118.065,0.5870000000000001,1
206869,43,1,0.341,0.516,0.307,0.168,5,0.184,-17.817,1,0.0302,139.991,0.753,0
229304,40,4,0.21600000000000005,0.7979999999999999,0.498,0.0158,9,0.0935,-8.687999999999999,1,0.0665,92.027,0.92,0
277312,44,1,0.18600000000000005,0.511,0.56,0.103,9,0.379,-8.532,0,0.0241,82.001,0.235,0
166229,54,1,0.262,0.703,0.7809999999999999,0.544,4,0.155,-5.5360000000000005,1,0.0262,100.909,0.845,0
191424,41,1,0.00348,0.579,0.607,0.0164,3,0.102,-6.621,0,0.0291,97.057,0.847,0
208200,64,1,0.0114,0.7140000000000001,0.713,0.0183,2,0.0608,-5.52,0,0.027000000000000003,93.006,0.9,1
173104,70,1,0.449,0.603,0.7829999999999999,7.96E-06,6,0.119,-4.023,1,0.062,172.041,0.775,1
209274,52,1,0.284,0.575,0.518,0.938,11,0.104,-8.933,1,0.0282,124.029,0.439,0
217242,33,1,8.159999999999999e-05,0.5579999999999999,0.752,0.5720000000000001,4,0.401,-5.62,1,0.0357,122.982,0.371,0
211945,52,1,0.0284,0.498,0.935,8.1E-05,7,0.0772,-4.266,1,0.0408,159.984,0.752,0
180225,63,1,0.931,0.451,0.222,0.00599,2,0.0908,-16.374000000000002,1,0.0314,132.874,0.381,1
260842,52,1,0.16899999999999998,0.379,0.69,0.00266,2,0.557,-9.862,1,0.747,189.938,0.17,0
157303,36,1,0.304,0.623,0.615,0.008740000000000001,1,0.25,-10.064,1,0.146,169.137,0.672,0
212701,4,1,0.0177,0.57,0.75,0.00247,10,0.197,-7.193,0,0.0383,140.063,0.578,0
175312,50,1,0.0473,0.81,0.353,0.000104,6,0.08199999999999999,-9.536,1,0.0437,124.991,0.731,0
208685,49,1,0.125,0.526,0.701,0,7,0.165,-6.6320000000000014,1,0.0387,79.96600000000002,0.569,0
241603,55,1,0.0539,0.713,0.387,0.442,8,0.0732,-15.257,0,0.0356,129.908,0.539,0
233871,63,1,0.224,0.733,0.262,4.79E-06,0,0.105,-13.765999999999998,1,0.028,135.497,0.444,1
178000,13,1,0.156,0.6809999999999999,0.6829999999999999,2.55E-05,8,0.273,-6.449,0,0.0287,120.028,0.64,0
211016,41,1,0.0735,0.6629999999999999,0.5,0.00139,11,0.442,-9.528,0,0.0292,117.937,0.396,0
260000,53,3,0.944,0.547,0.316,0.0956,4,0.0888,-14.575,1,0.0474,120.022,0.161,0
140116,63,1,0.306,0.779,0.5720000000000001,0.7390000000000001,4,0.106,-9.259,1,0.0396,114.994,0.967,1
136280,59,1,0.545,0.511,0.512,0.93,4,0.116,-9.091,1,0.0331,120.159,0.159,1
209729,55,10,0.889,0.8029999999999999,0.49,0.00765,2,0.123,-8.611,1,0.0284,110.992,0.6579999999999999,0
202546,40,1,0.383,0.5920000000000001,0.5589999999999999,0.0925,4,0.337,-6.297999999999999,0,0.0308,97.998,0.121,0
125875,54,3,0.183,0.7290000000000001,0.4920000000000001,0.632,10,0.265,-7.132999999999999,1,0.0384,100.047,0.6559999999999999,0
186105,65,2,0.181,0.643,0.4920000000000001,0.033,4,0.7979999999999999,-9.314,0,0.0387,107.954,0.601,1
146390,76,1,0.82,0.701,0.529,0.00113,7,0.249,-12.242,0,0.147,138.216,0.5770000000000001,1
198805,42,1,0.309,0.6829999999999999,0.319,4.71E-06,0,0.12,-12.036,1,0.027000000000000003,133.977,0.067,0
345826,47,7,0.165,0.639,0.377,0.094,1,0.105,-9.206,0,0.101,126.228,0.209,0
188786,62,1,0.0472,0.447,0.442,0.000559,8,0.331,-11.220999999999998,0,0.0471,159.967,0.7759999999999999,1
181581,49,1,0.672,0.442,0.565,0.0303,2,0.124,-5.759,1,0.0712,112.436,0.194,0
361760,67,9,0.122,0.565,0.438,0.0469,7,0.108,-8.722000000000001,1,0.0311,133.94899999999998,0.211,1
328000,42,1,0.18,0.579,0.493,0.77,7,0.124,-7.399,1,0.0308,90.00200000000002,0.214,0
230546,61,3,0.187,0.8009999999999999,0.41,0.0258,7,0.0993,-12.359000000000002,1,0.0322,125.133,0.7190000000000001,1
141734,40,1,0.8320000000000001,0.423,0.373,0.665,2,0.109,-13.162,1,0.0866,172.207,0.383,0
174105,69,1,0.446,0.363,0.579,0.0127,7,0.264,-10.533,1,0.0986,78.032,0.7190000000000001,1
175241,66,1,0.293,0.568,0.5870000000000001,0.329,11,0.13699999999999998,-8.814,0,0.127,174.68200000000004,0.491,1
145238,50,2,0.14400000000000002,0.657,0.732,0.00112,4,0.241,-5.961,1,0.0402,125.99,0.8440000000000001,0
133128,32,3,0.662,0.507,0.428,0.149,6,0.101,-4.677,1,0.0263,138.16299999999998,0.406,0
176760,69,1,0.4270000000000001,0.623,0.285,0.00278,1,0.189,-16.687,0,0.0538,140.028,0.343,1
150088,49,1,0.457,0.8540000000000001,0.5760000000000001,8.58E-05,4,0.0933,-14.534,0,0.0457,104.991,0.482,0
126693,50,4,0.501,0.632,0.821,0.000436,4,0.175,-6.608,0,0.3,90.03200000000002,0.524,0
287080,69,1,0.00322,0.515,0.804,0.00229,6,0.149,-5.345,0,0.0398,123.969,0.298,1
214064,47,1,0.0311,0.7440000000000001,0.537,0.397,5,0.0894,-14.531,1,0.0434,99.998,0.899,0
256200,41,1,0.289,0.637,0.6579999999999999,0.00444,0,0.21,-5.622999999999998,1,0.0241,75.002,0.72,0
158266,39,9,0.531,0.506,0.721,0.00352,1,0.309,-5.942,0,0.111,119.705,0.5379999999999999,0
240937,51,1,0.84,0.487,0.203,0.018000000000000002,4,0.17,-14.686,1,0.0395,127.88,0.505,0
135016,67,1,0.6409999999999999,0.8390000000000001,0.473,0.000459,10,0.0939,-7.835,0,0.0607,98.732,0.0644,1
179908,55,1,0.496,0.753,0.461,0.000372,8,0.116,-8.857000000000003,0,0.0585,103.919,0.897,0
188173,57,6,0.383,0.728,0.38,0.000279,2,0.364,-11.025,1,0.0946,168.604,0.5,1
247769,4,6,0.825,0.454,0.393,0.275,11,0.106,-11.715,1,0.0417,110.072,0.181,0
231874,41,1,0.946,0.474,0.376,0.0205,8,0.133,-14.786,0,0.117,77.06,0.506,0
162586,33,1,0.049,0.713,0.687,0.564,2,0.218,-8.102,1,0.0319,129.985,0.55,0
248382,64,1,0.25,0.7390000000000001,0.453,0.0148,5,0.289,-8.363,0,0.0449,139.91899999999998,0.636,1
201526,44,1,0.454,0.812,0.134,0.0175,0,0.117,-11.249,1,0.0444,73.957,0.487,0
178320,3,1,0.506,0.921,0.4320000000000001,0.00223,0,0.0617,-11.109000000000002,1,0.0502,112.117,0.693,0
198000,7,1,0.134,0.614,0.478,4.52E-06,8,0.254,-7.306,0,0.0289,127.994,0.384,0
153857,43,1,0.27,0.7659999999999999,0.402,0.0007,1,0.106,-11.155,1,0.107,125.107,0.466,0
181586,68,6,0.581,0.7090000000000001,0.496,0.195,1,0.151,-10.528,0,0.0417,78.477,0.469,1
224493,53,3,0.263,0.7390000000000001,0.713,0.482,1,0.354,-5.817,0,0.0316,116.986,0.901,0
248791,53,1,0.0824,0.731,0.764,3.95E-06,7,0.0725,-4.5,1,0.028,98.01,0.638,0
208139,4,2,0.0463,0.578,0.825,0.0201,5,0.162,-4.659,0,0.0284,113.907,0.951,0
263733,53,1,0.338,0.478,0.684,0.34,1,0.35,-3.3160000000000003,1,0.0402,162.562,0.647,0
234306,39,1,0.364,0.8390000000000001,0.619,0.00938,2,0.0626,-5.697,1,0.0409,128.025,0.961,0
199904,5,1,0.269,0.461,0.621,0.0718,1,0.399,-8.551,1,0.14400000000000002,175.87599999999995,0.5429999999999999,0
204760,61,5,0.0833,0.971,0.4,0.000661,4,0.108,-7.154,0,0.0487,119.953,0.652,1
236733,14,2,0.00442,0.434,0.8420000000000001,0.00014199999999999998,4,0.308,-4.468,1,0.038,169.935,0.838,0
275448,46,4,0.0592,0.627,0.511,2.17E-05,7,0.0741,-6.917999999999998,1,0.0245,108.964,0.295,0
196160,49,1,0.000149,0.4370000000000001,0.926,0.00843,9,0.202,-3.352,1,0.0583,118.962,0.221,0
189527,52,1,0.0129,0.575,0.91,0.00929,1,0.107,-5.394,0,0.0401,95.714,0.7809999999999999,0
207746,11,4,0.0292,0.8370000000000001,0.578,0.0043,6,0.103,-6.627999999999999,1,0.0337,99.056,0.532,0
171000,58,1,0.223,0.728,0.451,0.00383,1,0.282,-8.962,1,0.053,152.994,0.421,1
166470,44,1,0.146,0.68,0.627,6.879999999999999e-05,11,0.132,-7.242000000000001,1,0.0292,129.838,0.522,0
205442,10,1,0.0661,0.471,0.6970000000000001,3.64E-05,9,0.0962,-4.753,1,0.105,169.99,0.797,0
205092,51,1,0.0381,0.695,0.5489999999999999,0,1,0.104,-5.134,1,0.0305,99.634,0.5660000000000001,0
196171,47,1,0.00186,0.618,0.7829999999999999,0.255,8,0.045,-6.006,1,0.0369,115.02,0.8420000000000001,0
297720,55,1,0.151,0.5579999999999999,0.757,0,5,0.0957,-4.894,1,0.0378,92.192,0.645,0
203726,45,3,0.0162,0.5529999999999999,0.614,0.508,0,0.0982,-6.54,1,0.029,130.036,0.662,0
235080,47,10,0.0187,0.49,0.82,0.29,9,0.239,-5.975,1,0.0524,148.024,0.672,0
202293,56,2,0.141,0.63,0.942,2.12E-06,4,0.0958,-5.186,1,0.0869,136.155,0.753,1
175263,51,1,0.000295,0.487,0.813,0.665,4,0.165,-7.1110000000000015,1,0.0289,152.003,0.153,0
207971,4,1,0.463,0.828,0.447,1.13E-06,1,0.103,-8.298,1,0.036000000000000004,115.98,0.6809999999999999,0
253173,47,1,0.222,0.685,0.6409999999999999,4.42E-05,11,0.0764,-6.832999999999998,1,0.0302,112.063,0.665,0
149080,5,1,0.012,0.879,0.235,0.0131,1,0.239,-8.607999999999999,1,0.0614,100.002,0.687,0
209454,64,1,0.032,0.409,0.594,0.0391,1,0.0904,-9.725,1,0.031,110.187,0.212,1
196790,59,1,0.0645,0.618,0.498,0.0301,3,0.29100000000000004,-8.29,1,0.0259,80.055,0.818,1
256131,41,1,0.0443,0.6890000000000001,0.644,0.00506,3,0.123,-8.513,1,0.0322,100.014,0.395,0
258733,63,1,0.319,0.7659999999999999,0.552,1.33E-06,0,0.0573,-4.069,1,0.0299,140.043,0.8009999999999999,1
197840,50,1,0.0872,0.716,0.745,0,5,0.127,-4.748,1,0.0433,89.006,0.507,0
233410,45,3,2E-05,0.39,0.98,0.8029999999999999,1,0.103,-5.017,1,0.0633,162.954,0.251,0
213453,47,5,0.199,0.75,0.775,1.41E-05,5,0.058,-4.384,1,0.0536,104.924,0.726,0
231200,3,2,0.0397,0.531,0.723,4.13E-05,4,0.181,-6.091,1,0.0483,112.239,0.399,0
260783,56,2,0.00206,0.256,0.7040000000000001,0.012,2,0.473,-5.744,0,0.036000000000000004,184.33900000000003,0.436,1
240608,57,6,0.0263,0.609,0.8740000000000001,4.99E-05,9,0.328,-3.889,1,0.0293,112.011,0.7440000000000001,1
169666,49,2,0.0985,0.614,0.8390000000000001,0.0743,5,0.146,-4.5,0,0.0426,92.306,0.812,0
181400,60,1,0.138,0.495,0.625,0.0175,5,0.117,-10.728,1,0.0466,77.773,0.293,1
149986,59,8,0.795,0.499,0.397,0.0013800000000000002,9,0.129,-9.957,1,0.0675,176.12,0.187,1
173693,64,5,0.229,0.9,0.5379999999999999,0.843,7,0.287,-7.879,1,0.0343,95.508,0.713,1
267111,45,1,0.583,0.607,0.8859999999999999,0.946,5,0.0894,-5.395,1,0.0289,140.029,0.8059999999999999,0
308733,72,2,0.475,0.653,0.76,0.000129,11,0.0917,-6.086,1,0.0479,98.008,0.6,1
203848,52,1,0.000177,0.599,0.442,0.000392,6,0.0645,-6.081,1,0.0352,142.01,0.353,0
238033,34,4,0.08,0.855,0.7090000000000001,0.000974,5,0.0719,-4.689,1,0.0422,110.955,0.946,0
189173,6,1,9.87E-05,0.487,0.747,0.084,2,0.345,-4.962,1,0.0284,140.946,0.238,0
170999,48,1,0.146,0.5579999999999999,0.477,0.000814,11,0.0818,-9.185,1,0.0416,169.99599999999995,0.557,0
326807,58,1,0.0412,0.397,0.915,0.0641,2,0.348,-5.573,1,0.0539,81.044,0.7190000000000001,1
280353,45,1,0.00329,0.409,0.723,1.47E-05,1,0.114,-6.353,0,0.104,199.874,0.4320000000000001,0
274496,6,1,0.0168,0.61,0.625,0.0265,0,0.14400000000000002,-7.2010000000000005,1,0.0252,179.892,0.732,0
199290,48,1,0.613,0.496,0.782,0.813,5,0.116,-8.068,1,0.0358,181.067,0.765,0
152760,61,1,0.0277,0.475,0.622,0.000265,11,0.177,-8.698,0,0.0292,173.08900000000003,0.7809999999999999,1
278520,39,1,0.208,0.581,0.72,0.022,9,0.125,-7.5470000000000015,1,0.0472,146.031,0.494,0
245640,68,6,0.444,0.579,0.605,0.0006450000000000001,1,0.11,-6.686,1,0.0328,121.793,0.74,1
192006,45,1,0.019,0.623,0.923,9.65E-05,0,0.17,-4.192,1,0.053,125.024,0.7440000000000001,0
146933,49,10,0.369,0.652,0.494,0.705,6,0.335,-10.122,0,0.0338,96.024,0.431,0
223280,38,1,0.116,0.848,0.475,0.0121,1,0.374,-6.598,1,0.0376,112.965,0.579,0
242622,35,4,0.000633,0.467,0.856,0.473,2,0.103,-3.926,1,0.0429,92.566,0.444,0
85729,45,1,0.0053100000000000005,0.596,0.7879999999999999,2.1600000000000007e-05,7,0.124,-6.022,1,0.058,133.901,0.77,0
208200,12,1,0.0114,0.7140000000000001,0.713,0.0183,2,0.0608,-5.52,0,0.027000000000000003,93.006,0.9,0
231084,42,1,0.642,0.625,0.547,0.596,0,0.261,-9.409,1,0.0304,90.039,0.448,0
284933,31,1,0.181,0.471,0.8059999999999999,0.0925,8,0.147,-7.468,1,0.0375,96.05,0.271,0
219053,71,2,0.0119,0.6679999999999999,0.913,6.59E-06,9,0.111,-3.097,1,0.0348,132.039,0.933,1
